DamName,DamType,Province,DamLink,DamDescription
斑竹水电站,水利口管辖电站79座,福建省,http://www.dam.com.cn/damView/view.jsp?id=1159,"<td class=""nr3"" align=""left""><p>    斑竹水电站位于福建省三明市下游8km，系闽江主要支流沙溪水电水运梯级开发的第四级水电站。工程以发电为主，电站总装机容量45MW（3×15 MW），。坝址以上控制流域面积9774km<sup>2</sup>，水库正常蓄水位125.50m，汛限水位123.50m，设计洪水位129.93m，校核洪水位132.80m。水库总库容为0.667亿m<sup>3</sup>，调节库容0.052亿m<sup>3</sup>，属日调节水库。枢纽建筑物主要包括混凝土闸坝、船闸、河床式厂房及升压开关站等，属三等（中）型工程，主要建筑物为3级建筑物，相应的设计、校核洪水标准重现期分别为50年和500年，地震基本烈度为Ⅵ度。</p>
<p>    左、右岸为混凝土重力坝，坝顶高程135.00m，最大坝高29.50m，坝顶全长371m，自左至右依次为3个挡水坝段、1个船闸段、8个泄洪闸坝段、2个机组坝段和1个装配场坝段。泄洪设施为9孔泄洪闸，布置在河床中间，堰顶高程117.00m，孔口尺寸16m×9.5m（宽×高），每孔设弧形钢闸门一扇，由液压启闭机操作，最大下泄流量为9890m<sup>3</sup>/s，采用戽流消能。河床式发电厂房主机间长51.5m，装配场长31m，主厂房安装三台灯泡贯流式水轮发电机组，副厂房位于主厂房下游侧。船闸由上、下闸首和闸室及上、下游引航道组成，闸室有效尺寸为100m×12m×2.5m（长×宽×坎上水深），按Ⅴ级船闸设计，可通过300t船队。</p>
<p>    坝址河谷开阔，呈U字型，河中有江心洲将河道分成左右两股，主流在左侧。坝址地层属中生界侏罗系长林砂岩、沙砾岩和粉沙岩。右岸地层构造较简单，岩性较好，左岸地质构造较复杂，裂隙发育。</p>
<p>    工程于1994年9月开工建设，1997年5月一期工程蓄水，同年7月首台机组投产发电，1999年1月二期工程挡水，1999年12月通过了福建省电力工业局组织的工程竣工安全鉴定。</p></td>"
竹洲水电站,注册电站34座,福建省,http://www.dam.com.cn/damView/view.jsp?id=1299,No description
照口水电站,注册电站34座,福建省,http://www.dam.com.cn/damView/view.jsp?id=1319,No description
仙游抽水蓄能电站,注册电站34座,福建省,http://www.dam.com.cn/damView/view.jsp?id=1546,No description
雍口水电站,注册电站34座,福建省,http://www.dam.com.cn/damView/view.jsp?id=1155,No description
峡阳水电站,注册电站34座,福建省,http://www.dam.com.cn/damView/view.jsp?id=1170,No description
西门水电站,注册电站34座,福建省,http://www.dam.com.cn/damView/view.jsp?id=1300,No description
水口水电站,注册电站34座,福建省,http://www.dam.com.cn/damView/view.jsp?id=1078,"<td class=""nr3"" align=""left""><p>    福建水口发电厂位于福建闽江干流中段，闽清县境内的水口水电站是国家“七.五”重点建设项目，由国家投资，部分引进世界银行贷款兴建的大型水电工程，电站以发电为主，兼有航运等综合效益，是我国华东地区最大的一座常规水电站。电站总装机容量7×200MW，厂房共安装七台单机容量为200MW的轴流转浆式水轮发电机组，多年平均发电量约为49.5亿kW.h。电站枢纽建筑由混凝土重力坝、发电厂房、220kV开关站、500kV升压站及可同时通过2×500T级驳船的一线三级船闸和一座升船机等组成。坝址以上流域面积52438km2，多年平均流量1728m3/s，年径流总量545亿m3。电站拦河大坝高101米、长783米，水库总库容26亿m3，正常蓄水位65.0m，为不完全季调节水库。</p></td>"
水东水电站,注册电站34座,福建省,http://www.dam.com.cn/damView/view.jsp?id=1090,No description
双口渡水电站,注册电站34座,福建省,http://www.dam.com.cn/damView/view.jsp?id=1324,No description
沙县城关水电站,注册电站34座,福建省,http://www.dam.com.cn/damView/view.jsp?id=1144,"<td class=""nr3"" align=""left""><p>    沙县城关水电站位于福建省沙县城关上游5 km 的闽江支流沙溪上，上游距三明市约20 km ，是沙溪（永安—沙溪口）河段六座梯级水电站中的第五级，具有发电、航运相结合的综合经济效益。</p>
<p>    工程规模属三等中型工程，枢纽主要建筑物为三级。电站枢纽由左右岸重力坝、泄洪闸、排污孔、河床式发电厂房、通航建筑物及户内式升压开关站等组成。坝址以上流域面积9880 km2，水库正常蓄水位115.00m,总库容1436万m3,调节库容132万m3,为一座日调节水库。水库校核洪水位116.73 m,设计洪水位113.96m.电站装机容量为48MW，选用三台16MW贯流式水轮发电机组，保证出力8.6MW，多年平均发电量1.71亿kW·h，年利用小时3563h。通航建筑物等级为V级，通航能力为300 t 级。</p>
<p>    工程初步设计于1993年8月通过了由福建省建设委员会会同福建省电力局组织的初步设计审查。1997年12月8日工程正式开工，1999年12月19日首台机组并网发电，2000年6月三台机组全部投产。</p></td>"
棉花滩水电站,注册电站34座,福建省,http://www.dam.com.cn/damView/view.jsp?id=1200,"<td class=""nr3"" align=""left""><p>    棉花滩水电站位于福建省永定县境内汀江干流上，距永定县城21km。水库总库容20.35亿m<sup>3</sup>，具有不完全年调节性能。水库正常蓄水位173.00m，死水位146.00m，设计洪水位174.76m，校核洪水位177.80m。电站枢纽由碾压混凝土重力坝、坝身泄水设施、引水系统和地下厂房、开关站、湖洋里副坝等组成，电站总装机容量600MW，工程属一等大(1)型，挡水、泄水建筑物按I级建筑物设计，500年一遇洪水设计，5000年一遇洪水校核。电站装机4台，单机容量150MW。坝址区地震基本烈度为VI度。</p>
<p>    碾压混凝土重力坝最大坝高113.0m，坝顶高程179.00m，共分7个坝段，其中1#、2#坝段为左岸非溢流坝段，3#、4#坝段为设有3孔溢洪道的溢流坝段，5#、6#和7#坝段为右岸非溢流坝段。湖洋里副坝位于距坝址5km的仙师乡湖洋里村，为均质土坝，最大坝高5.6m，坝顶高程179.60m。泄洪设施包括溢洪道和泄水底孔：溢洪道为开敞式，堰顶高程155.00m，单孔净宽16.0m，闸墩为预应力结构；泄水底孔设在5#坝段，进口底槛高程115.4m，控制断面尺寸5.0m×7.2m（宽×高），闸墩采用预应力结构；闸门及启闭设备采用三扇溢洪道弧门及固定卷扬式启闭机、一扇溢洪道检修闸门及单向门机；一扇底孔弧门及液压启闭机、一扇底孔事故门及固定卷扬式启闭机；四扇进水口快速闸门及液压启闭机、一扇进水口检修门及双向门机。溢洪道和泄水底孔的消能形式均采用收缩式挑流消能，并利用下游碾压混凝土围堰作为二道坝形成水垫辅助消能，最大下泄流量（校核洪水位时）分别为10890m<sup>3</sup>/s和1000m<sup>3</sup>/s。</p>
<p>    工程于1998年3月开工，2000年12月下闸蓄水，2001年4月首台机组发电，2001年12月四台机组全部投产，2003年7月工程竣工。</p></td>"
芹山水电站,注册电站34座,福建省,http://www.dam.com.cn/damView/view.jsp?id=1229,No description
沙溪口水电站,注册电站34座,福建省,http://www.dam.com.cn/damView/view.jsp?id=1091,No description
良浅水电站,注册电站34座,福建省,http://www.dam.com.cn/damView/view.jsp?id=1088,No description
牛头山水电站,注册电站34座,福建省,http://www.dam.com.cn/damView/view.jsp?id=1382,No description
界竹口水电站,注册电站34座,福建省,http://www.dam.com.cn/damView/view.jsp?id=1547,No description
金造桥水电站,注册电站34座,福建省,http://www.dam.com.cn/damView/view.jsp?id=1371,No description
孔头水电站,注册电站34座,福建省,http://www.dam.com.cn/damView/view.jsp?id=1142,No description
洪口水电站,注册电站34座,福建省,http://www.dam.com.cn/damView/view.jsp?id=1380,No description
街面水电站,注册电站34座,福建省,http://www.dam.com.cn/damView/view.jsp?id=1322,No description
高砂水电站,注册电站34座,福建省,http://www.dam.com.cn/damView/view.jsp?id=1143,"<td class=""nr3"" align=""left"">　　<br><p>    高砂水电站位于福建省沙县城关下游14km，系闽江主要支流沙溪河段水电水运梯级开发的第六级。电站装机4台，总装机容量50MW。坝址以上集水面积11329km<sup>2</sup>，水库校核洪水位105.08m（华东院1997年2月编制的《福建高砂水电站运行设计报告》中设计洪水位为103.05m，校核洪水位106.68m），设计洪水位102.49m,正常蓄水位103.00m，防洪限制水位102.00m；总库容0.4亿m<sup>3</sup>，为日调节水库；枢纽建筑物包括混凝土重力坝、船闸、河床式厂房及开关站等，工程为三等（中）型工程，闸坝、泄洪闸等主要建筑物为3级建筑物，相应的设计、校核洪水标准重现期分别为50年和500年，地震基本烈度为Ⅵ度。</p>
<p>    混凝土重力坝坝顶高程108.00m，最大坝高30.47m，坝顶全长316.00m，自左至右依次为1个左岸挡水坝段、1个船闸段、10个泄洪闸坝段、2个主机间坝段、1个装配场坝段和2个右岸挡水坝段。泄洪闸共9孔，溢流堰型为宽顶堰，堰顶高程89.00m，孔口尺寸16m×14.5m（宽×高），闸门为弧形闸门，由2×1600kN液压启闭机进行启闭，采用底流式消能，最大下泄流量（校核洪水位时）12200 m<sup>3</sup><sup> </sup>/s。河床式发电厂房布置在右岸，主厂房尺寸79m×31.2m，主厂房安装4台GZ990-WP-420型灯泡贯流式水轮机组。船闸由上、下闸首和闸室及上、下游引航道组成，闸室有效尺寸128m×12m×2.5m（长×宽×坎上水深），按Ⅴ级船闸设计，可通过300t船队。</p>
<p>    坝区基岩岩性以厚--巨厚层紫红、紫灰色砂砾岩为主，岩层呈平缓的单斜状，地质构造以节理和断层为主，岩体大多较完整～完整性差，少量岩体破碎，主要为Ⅲ类岩体,基础工程地质条件整体较好，但7号、8号坝段建基面以下泥化夹层未全部清除，局部厚达30～50cm，呈不连续状分布，厚度变化大，施工时对风化夹层进行了工程处理，经工程处理后满足设计要求。</p>
<p>    工程于1992年9月开工，1995年6月水库下闸蓄水，同年7月首台机组发电，1999年7月通过了工程竣工安全鉴定，2001年6月通过竣工验收。</p>
<p> </p></td>"
贡川水电站,注册电站34座,福建省,http://www.dam.com.cn/damView/view.jsp?id=1169,"<td class=""nr3"" align=""left"">　　贡川水电站位于福建省永安市境内的沙溪上，上游距永安市16km，距下游三明市32km,为以发电为主兼顾航运的低水头河床式水电站，电站装机容量43 MW（2×21.5MW）。坝址以上流域面积7651km<sup>2</sup>，多年平均流量231m<sup>3</sup>/s，多年平均径流量72.85亿m<sup>3</sup>。水库正常蓄水位157.50m；设计洪水位157.50m（p=2%），相应洪峰流量6440 m<sup>3</sup>/s；校核洪水位（p=0.2%）157.94m，相应洪峰流量7870m<sup>3</sup>/s；死水位156.50m。水库总库容2786万m<sup>3</sup>，调节库容407万m<sup>3</sup>，属日调节水库。工程为三等工程，主要建筑物按3级，次要建筑物按4级设计。主要建筑物两岸重力坝、泄洪闸、船闸上闸首等按50年一遇洪水设计，500年一遇洪水校核；发电厂房、开关站按100年一遇洪水设计，200年一遇洪水校核。<br><p>    电站枢纽从左至右依次为：左岸混凝土重力坝、河床式厂房、排污孔、泄洪闸、通航建筑物及右岸混凝土重力坝和右岸防渗墙。坝顶全长449.95m。左、右岸混凝土重力坝，坝顶宽6.5m，坝顶高程160.00m，最大坝高22m，坝长分别为70.75m、75.00m。右坝肩风化层深厚，采用混凝土防渗墙接头，防渗墙长22m，宽0.8m，深10.8m。泄洪闸布置在河床中部，共14孔，每孔净宽12.0m，全长212m（包括排污孔），泄洪闸孔口尺寸12m×10m（宽×高），中墩厚2.5m，边墩厚2.0m，采用驼峰堰，堰高1.0m，堰顶高程147.50m，闸室长28.0m，下游设10m长护坦，戽流消能。泄洪闸设弧形工作门和叠梁检修门。</p>
<p>    河床式厂房布置在左岸，主厂房尺寸为38.2m×20m×42.86m（长×宽×高），安装单机容量为21.5MW贯流式水轮发电机组2台。厂房与泄洪闸间设排污孔，孔口尺寸为5.0m×2.5m（宽×高）。副厂房位于主厂房下游侧，110kV开关站布置于安装场下游、尾水渠左侧台地上，地面高程156.65m，占地面积55.6m×35m，安装二台主变。一回110kV出线从左岸送出。</p>
<p>    工程于1998年8月12日开工，主体工程分二期施工，2001年3月一期工程开始蓄水（围堰发电），2001年3月18日首台机组投入运行，2001年6月1日2号机组投入运行；2001年12月17日二期工程开始蓄水，工程全面建成投产。2002年5月通过工程竣工安全鉴定，2005年2月通过国家大坝中心大坝监察中心的安全注册，2007年1月通过福建省经贸委组织的枢纽工程竣工验收。</p></td>"
华安水电站,注册电站34座,福建省,http://www.dam.com.cn/damView/view.jsp?id=1083,No description
古田溪一级水电站,注册电站34座,福建省,http://www.dam.com.cn/damView/view.jsp?id=1079,No description
古田溪二级水电站,注册电站34座,福建省,http://www.dam.com.cn/damView/view.jsp?id=1080,No description
丰源水电站,注册电站34座,福建省,http://www.dam.com.cn/damView/view.jsp?id=1383,No description
宁海抽水蓄能电站,其他电站5座,浙江省,http://www.dam.com.cn/damView/view.jsp?id=2030,No description
磐安抽水蓄能电站,其他电站5座,浙江省,http://www.dam.com.cn/damView/view.jsp?id=2032,No description
